event_id,analytic_element,sub_unit,classification,source_id,institution,document_title,document_date,url,source_section_or_page,source_tier,verification_status
HAGIBIS2019,S5 human protective action,event,OBSERVED,JP-FDMA,Fire and Disaster Management Agency (Japan),Damage and response reports,2018-2019,,,DIRECT_PRIMARY_VERIFIED,Verified against source text
HAGIBIS2019,P1 institutional activation,event,"Fire and Disaster Management Agency, third-level structure and emergency fire-response readiness (national) [2019-10-12T15:30]",JP-CAO-BOUSAI-R02,Cabinet Office (Japan),"White Paper on Disaster Management 2020, special feature ch.1 s.1",2020,https://www.bousai.go.jp/kaigirep/hakusho/r02/honbun/0b_1s_01_03.html,,DIRECT_PRIMARY_VERIFIED,Verified against source text
HAGIBIS2019,P1 institutional activation,event,"Fire and Disaster Management Agency, third-level structure and emergency fire-response readiness (national) [2019-10-12T15:30]",JP-FDMA,Fire and Disaster Management Agency (Japan),Damage and response reports,2018-2019,,,DIRECT_PRIMARY_VERIFIED,Verified against source text
HAGIBIS2019,strict pre-impact protection,event,Unresolved,JP-CAO-BOUSAI-R02,Cabinet Office (Japan),"White Paper on Disaster Management 2020, special feature ch.1 s.1",2020,https://www.bousai.go.jp/kaigirep/hakusho/r02/honbun/0b_1s_01_03.html,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S1 hazard knowledge,event,OBSERVED,CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S1 hazard knowledge,event,OBSERVED,CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S2 actionable information,event,OBSERVED,CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S2 actionable information,event,OBSERVED,CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S3 institutional activation,event,OBSERVED,CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S3 institutional activation,event,OBSERVED,CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S4 protective action,event,OBSERVED,CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S4 protective action,event,OBSERVED,CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S5 human protective action,event,OBSERVED,CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,S5 human protective action,event,OBSERVED,CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,P1 institutional activation,event,"Zhejiang provincial flood- and typhoon-control headquarters, elevation to Level I (provincial) [2019-08-09T11:50]",CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,P1 institutional activation,event,"Zhejiang provincial flood- and typhoon-control headquarters, elevation to Level I (provincial) [2019-08-09T11:50]",CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,strict pre-impact protection,event,Yes,CN-ZJ-YJT,Zhejiang Provincial Department of Emergency Management,Work bulletins on Typhoon No. 9 Lekima,2019-08,https://yjt.zj.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
LEKIMA2019,strict pre-impact protection,event,Yes,CN-MEM,Ministry of Emergency Management (China),Typhoon Lekima response bulletins,2019-08,https://www.mem.gov.cn/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,S1 hazard knowledge,event,Unresolved,AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,S2 actionable information,event,Unresolved,AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,S3 institutional activation,event,OBSERVED / PARTIAL,AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,S4 protective action,event,Unresolved,AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,S5 human protective action,event,OBSERVED / PARTIAL,AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,P1 institutional activation,event,Queensland state of fire emergency; first state-level declaration of the season (state) [2019-11-09],AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BLACKSUMMER2019,strict pre-impact protection,event,No,AU-RC-NNDA-CH5,Royal Commission into National Natural Disaster Arrangements (Australia),"Final report, ch.5 Declaration of national emergency",2020-10-28,https://naturaldisaster.royalcommission.gov.au/publications/html-report/chapter-05,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,S1 hazard knowledge,event,OBSERVED,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,S2 actionable information,event,OBSERVED,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,S3 institutional activation,event,OBSERVED / PARTIAL,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,S4 protective action,event,OBSERVED / PARTIAL,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,S5 human protective action,event,OBSERVED / PARTIAL,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,P1 institutional activation,event,Zhengzhou municipal Level I emergency response (municipal) [2021-07-20T16:30],CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,break primary,event,S3_institutional_activation_delay,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,break secondary,event,S4_protective_action_execution,CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
ZHENGZHOU2021,strict pre-impact protection,event,"Yes, limited to the Guojiazui sub-unit",CN-STATECOUNCIL-20220121,State Council investigation team (China),"Investigation report on the 20 July extremely heavy rainstorm disaster in Zhengzhou, Henan",2022-01-21,https://www.mem.gov.cn/gk/sgcc/tbzdsgdcbg/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,S1 hazard knowledge,event,OBSERVED,DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,S1 hazard knowledge,event,OBSERVED,DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,S2 actionable information,event,OBSERVED,DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,S2 actionable information,event,OBSERVED,DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,S3 institutional activation,event,OBSERVED,DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,S3 institutional activation,event,OBSERVED,DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,S4 protective action,event,OBSERVED / PARTIAL,DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,S4 protective action,event,OBSERVED / PARTIAL,DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,S5 human protective action,event,OBSERVED / PARTIAL,DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,S5 human protective action,event,OBSERVED / PARTIAL,DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,P1 institutional activation,event,District declaration of Alarmstufe 5 / Katastrophenfall (district) [2021-07-14T22:04],DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,P1 institutional activation,event,District declaration of Alarmstufe 5 / Katastrophenfall (district) [2021-07-14T22:04],DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,break primary,event,S4_protective_action_specification_deficit (scope|timing|content|capacity),DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
AHR2021,break primary,event,S4_protective_action_specification_deficit (scope|timing|content|capacity),DE-LT-RLP-UA18-1,Landtag Rheinland-Pfalz,"Final report of Committee of Inquiry 18/1 on the flood disaster, Drucksache 18/10000",2024,https://dokumente.landtag.rlp.de/landtag/drucksachen/10000-18.pdf,,PRIMARY_SOURCE_SECONDHAND_EXTRACTION,Secondhand extraction
AHR2021,strict pre-impact protection,event,Locality-dependent,DE-GSTA-20251027,Generalstaatsanwaltschaft Koblenz,Statement on the Ahr flood proceedings complex,2025-10-27,https://gstko.justiz.rlp.de/presse-aktuelles/detail-1/verfahrenskomplex-ahrflut,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,S1 hazard knowledge,event,OBSERVED,BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,S2 actionable information,event,OBSERVED,BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,S3 institutional activation,event,OBSERVED,BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,S4 protective action,event,OBSERVED / PARTIAL,BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,S5 human protective action,event,Unresolved,BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,P1 institutional activation,event,Provincial health-authority emergency coordination centre and ambulance-service redeployment (health system) [2021-06-25 to 07-01; exact time not established],BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
BCHEAT2021,strict pre-impact protection,event,Unresolved,BCCS-DRP-20220607,BC Coroners Service,Extreme heat and human mortality: a review of heat-related deaths in B.C. in summer 2021,2022-06-07,https://www2.gov.bc.ca/gov/content/life-events/death/coroners-service/death-review-panel,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,S1 hazard knowledge,event,OBSERVED,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,S2 actionable information,event,OBSERVED,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,S3 institutional activation,event,OBSERVED,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,S4 protective action,event,VERIFIED_0 / NOT_EXECUTED,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,S5 human protective action,event,Unresolved,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,P1 institutional activation,event,Chungcheongbuk-do stage-3 emergency duty (provincial) [2023-07-14T16:40],KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,break primary,event,S4_protective_action_execution,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
OSONG2023,strict pre-impact protection,event,No,KR-OPM-PR-20230728,Office for Government Policy Coordination (Republic of Korea),"Press release, inspection findings on the Gungpyeong 2 underpass inundation",2023-07-28,https://www.opm.go.kr/opm/news/press-release.do,,DIRECT_PRIMARY_VERIFIED,Verified against source text
MAUI2023,S1 hazard knowledge,event,OBSERVED,US-HIAG-FSRI-PHASE2,Hawaii Attorney General / Fire Safety Research Institute,"Lahaina fire comprehensive timeline, Phase 2 findings",2024-2025,https://ag.hawaii.gov/maui-wildfire-investigation-resources-page/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
MAUI2023,S2 actionable information,event,OBSERVED,US-HIAG-FSRI-PHASE2,Hawaii Attorney General / Fire Safety Research Institute,"Lahaina fire comprehensive timeline, Phase 2 findings",2024-2025,https://ag.hawaii.gov/maui-wildfire-investigation-resources-page/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
MAUI2023,S3 institutional activation,event,OBSERVED,US-HIAG-FSRI-PHASE2,Hawaii Attorney General / Fire Safety Research Institute,"Lahaina fire comprehensive timeline, Phase 2 findings",2024-2025,https://ag.hawaii.gov/maui-wildfire-investigation-resources-page/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
MAUI2023,S4 protective action,event,OBSERVED / PARTIAL,US-HIAG-FSRI-PHASE2,Hawaii Attorney General / Fire Safety Research Institute,"Lahaina fire comprehensive timeline, Phase 2 findings",2024-2025,https://ag.hawaii.gov/maui-wildfire-investigation-resources-page/,,DIRECT_PRIMARY_VERIFIED,Verified against source text
