event_id,sub_unit,variable,value,time_start,time_end,time_precision,evidence_status,execution_state,actionability_scope,directive_strength,source_id,source_section,exact_basis
AHR2021,KREIS,T_public_order_katwarn,KATWARN warning publicly disseminated,2021-07-14T23:09,,EXACT,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,Diese Anordnung wurde erst um 23:09 Uhr ueber die App KATWARN veroeffentlicht
AHR2021,KREIS,T_public_order_presse,Released to the media,2021-07-14T23:22,,EXACT,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,um 23:22 Uhr ueber die Presse
AHR2021,KREIS,T_public_order_twitter,Published on Twitter,2021-07-14T23:23,,EXACT,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,um 23:23 Uhr ueber Twitter
AHR2021,KREIS,T_public_order_facebook,Published on Facebook and the website,2021-07-14T23:27,,EXACT,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,um 23:27 Uhr ueber Facebook und auf der Internetseite
AHR2021,KREIS,dissemination_delay_cause,"The staff member responsible for execution was absent on another deployment; however, the order had already been transmitted to all local fire command centres",2021-07-14T22:04,2021-07-14T23:09,WINDOW,OBSERVED,,,,GSTA-KO-20251027,IV.4.b,weil der fuer die Umsetzung erforderliche Mitarbeiter wegen eines anderen Einsatzes zeitweise nicht verfuegbar war
AHR2021,KREIS,dissemination_failure_nina,KATWARN warning did not appear in the NINA app because of an operator-side interface failure discovered weeks later; TEL was unaware at the time,2021-07-14,2021-07-15,DATE_ONLY,OBSERVED,NOT_EXECUTED,,,GSTA-KO-20251027,IV.4.b,wegen eines technischen Schnittstellenproblems in der Flutnacht nicht
AHR2021,KREIS,resource_arrival_bundeswehr,Bundeswehr forces arrived,2021-07-15T02:00,,EXACT,OBSERVED,COMPLETED,,,DE-LT-RLP-UA18-1,PDF p.1589,Kraefte seien dann um 02.00 Uhr nachts eingetroffen [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,KREIS,resource_deployment_bundeswehr,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Three-source-route audit,Time of the Bundeswehr's first actual operational task is not stated; unresolved after three source routes [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,KREIS,verwaltungsstab_activation,Administrative coordination staff were not activated; the investigation committee considered that activation could have reduced TEL workload and supported use of flood-hazard maps,,,UNKNOWN,OBSERVED,NOT_EXECUTED,,,DE-LT-RLP-UA18-1,PDF p.1525 Rn.5714,Investigation committee assessment [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,KREIS,dynamic_inundation_model,No dynamic inundation-extent calculation or transmission; no operational map available for field use,,,UNKNOWN,OBSERVED,NOT_EXECUTED,,,DE-LT-RLP-UA18-1,PDF p.411 Rn.1148,[SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,KREIS,scope_assessment_gissler,The 50-m evacuation line was insufficient; the operational log did not record the basis for its width or the intended completion time,,,UNKNOWN,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.1096 Rn.3910-3912,Die Evakuierungslinie von 50 Metern habe nicht ausgereicht [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,KREIS,scope_assessment_dietrich,"The 50-m width was too small, but the evidence does not establish whether 200 m or 300 m was required",,,UNKNOWN,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.411 Rn.1148,Not admissible to specify either 200 m or 300 m as the required evacuation width [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,KREIS,scope_assessment_gsta,The 50-m corridor was selected somewhat narrowly even relative to TEL knowledge; the reason the evacuation order did not reference military flood maps was unclear,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.c,"""eher klein gewaehlt war"" and ""nicht ersichtlich weshalb keinen Bezug auf die Hochwasserkarten"""
AHR2021,KREIS,legal_structure_katastrophenstufe,"Under the Rhineland-Palatinate five-stage system, Bundeswehr support could be requested only at stage 5; delayed recognition of stage 5 was found not to have affected the availability of response resources",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.a,
AHR2021,BNA,hazard_onset_ahr_floodwave,Witness accounts begin describing the flood wave on the main Ahr,2021-07-14T20:30,2021-07-14T21:00,WINDOW,OBSERVED,,,,GSTA-KO-20251027,IV.4.b,Beginning of observations of the flood wave on the main Ahr
AHR2021,BNA,local_impact_time,Flood wave reached the locality,2021-07-14T23:00,,APPROXIMATE,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.1208,Um 23.00 Uhr habe die Flutwelle bereits die Ortslage Bad Neuenahr-Ahrweiler erreicht [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,BNA,T_public_katwarn_city,"Municipal KATWARN warned that water levels above 5 m were expected and advised avoiding basements, underground garages and ground floors",2021-07-14T21:05,,EXACT,OBSERVED,COMPLETED,HUMAN_RISK_AVOIDANCE,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,
AHR2021,BNA,T_public_warning_loudspeaker,Loudspeaker message to move to upper floors,2021-07-14T22:00,,APPROXIMATE,OBSERVED,COMPLETED,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,Ab spaetestens 22:00 Uhr gab es weitere Durchsagen sich in hoehere Stockwerke zu begeben
AHR2021,BNA,T_public_warning_loudspeaker,Loudspeaker message instructing people to leave city bridges,2021-07-14T22:15,,APPROXIMATE,OBSERVED,COMPLETED,ACCESS_PREVENTION,ORDER,GSTA-KO-20251027,IV.4.b,Ab 22:15 Uhr wurde dazu aufgefordert die Bruecken im Stadtgebiet zu verlassen
AHR2021,BNA,human_action_evacuation,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Full-text verified,No systematic record of actual evacuee numbers or evacuation completion time for Bad Neuenahr-Ahrweiler [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,BNA,hazard_map_mismatch,"A street approximately 500 m from the Ahr was not shown as extensively inundated even in the extreme scenario, whereas nearby areas were shown with only limited inundation",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.3,
AHR2021,SINZIG_GEN,hazard_signal_pegel,Bad Bodendorf gauge exceeded the 2016 peak level,2021-07-14T22:00,,APPROXIMATE,OBSERVED,,RISK_INFORMATION,INFORMATION,DE-LT-RLP-UA18-1,PDF p.397,[SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,SINZIG_GEN,T_public_warning_door_to_door,"Door-to-door warnings were intensified, advising residents to move belongings upstairs, avoid lower floors and prepare for evacuation; implementation documented",2021-07-14T21:34,,EXACT,OBSERVED,COMPLETED,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,Um 21:34 Uhr erging ein Auftrag Dies wurde umgesetzt
AHR2021,SINZIG_GEN,evacuation_planning,"Evacuation planning and preparation began; support service for approximately 1,000 people requested and police in Remagen asked for resident lists",2021-07-14T22:39,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,Horizontal evacuation plan included In den Ahrwiesen and Pestalozzistrasse
AHR2021,SINZIG_GEN,evacuation_planned_persons,2000,2021-07-14T22:39,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,Die Planungen schlossen die Evakuierung von insgesamt etwa 2.000 Personen ein
AHR2021,SINZIG_GEN,evacuation_zone_basis,hazard_map_extreme_scenario,2021-07-14T22:39,,APPROXIMATE,OBSERVED,COMPLETED,,,GSTA-KO-20251027,IV.4.b,Die eingeleiteten Raeumungen beschraenkten sich nicht auf einen 50 m-Korridor sondern richteten sich zusaetzlich an den potentiellen Extremwerten der oertlichen Hochwassergefahrenkarten aus
AHR2021,SINZIG_GEN,scope_assessment_gsta_sinzig,"In Sinzig, the 50-m width was not itself the operative issue; the fire service independently defined different evacuation areas",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.c,stellt sich die Frage ohnehin nicht da dort die Feuerwehr infolge eigener Entscheidungen davon abweichende Evakuierungsbereiche gebildet hatte
AHR2021,SINZIG_GEN,human_action_evacuation,"Approximately 500 people evacuated from Sportplatz, Gruener Weg, Am Teich and Kripper Strasse",2021-07-15T00:00,2021-07-15T02:11,WINDOW,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,Von am 15.07.2021 um etwa 00.00 Uhr begonnenen und bis 02:11 Uhr fortgefuehrten Evakuierungen von rund 500 Personen
AHR2021,SINZIG_GEN,evacuation_extension_order,Evacuation ordered for the remaining areas,2021-07-15T00:00,2021-07-15T01:00,WINDOW,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,Nach 00:00 Uhr ggf auch erst um 01:00 Uhr erging der Auftrag
AHR2021,SINZIG_GEN,human_action_evacuation,Witness stated that the Ahr had not yet overtopped when Feuerwehr Remagen arrived at In den Ahrwiesen,2021-07-15T02:00,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,DE-LT-RLP-UA18-1,PDF p.1198,[SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,SINZIG_GEN,further_street_evacuations,Evacuation of additional streets began; advance warning had been given at around 23:00,2021-07-15T02:25,2021-07-15T02:30,WINDOW,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,SINZIG_GEN,local_impact_time,Meaningful water arrival according to Gißler reconstruction,2021-07-15T02:00,,APPROXIMATE,UNRESOLVED,,,,DE-LT-RLP-UA18-1,Full-text verified,Exact time not established in the document [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,SINZIG_GEN,population_at_risk,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Full-text verified,Denominator not reported [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,SINZIG_GEN,exposure_reduction,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Full-text verified,Cannot adjudicate because local impact time and denominator are unresolved; not admissible to treat all approximately 500 evacuees as pre-impact exposure reduction [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,BADBODENDORF_CARE,T_public_warning_loudspeaker,Residents in Josef-Hardt-Allee and Baederstrasse instructed to move upstairs or leave,2021-07-14T22:45,,APPROXIMATE,OBSERVED,COMPLETED,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,resource_request,Police and German Red Cross personnel requested,2021-07-14T23:20,,EXACT,OBSERVED,INITIATED,,,GSTA-KO-20251027,IV.4.b,Intended to evacuate residents of homes within 50 m
AHR2021,BADBODENDORF_CARE,shelter_transport_prepared,Shelter prepared and transport organised,2021-07-14T23:30,,EXACT,OBSERVED,COMPLETED,,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,evacuation_prepared,Evacuation preparation for the Ahr-facing side of Josef-Hardt-Allee and Baederstrasse,2021-07-14T23:45,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,T_public_evacuation_notice,Residents on the Ahr-facing side of Josef-Hardt-Allee informed that evacuation was necessary and asked to move to higher ground,2021-07-15T00:05,,EXACT,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,Loudspeaker announcement
AHR2021,BADBODENDORF_CARE,human_action_evacuation,First building-evacuation phase began in Baederstrasse,2021-07-15T00:07,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,human_action_evacuation,Second building-evacuation phase began,2021-07-15T00:18,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,human_action_evacuation,"Third building-evacuation phase began, including the right side of Josef-Hardt-Allee, a residential care facility and part of Rosenstrasse",2021-07-15T00:30,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,evacuation_completion_time,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,,,GSTA-KO-20251027,IV.4.b,Completion time not stated
AHR2021,BADBODENDORF_CARE,evacuated_persons,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,IV.4.b,Number of people not stated
AHR2021,BADBODENDORF_CARE,local_impact_time,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,Full-text verified,Arrival time not stated
AHR2021,LEBENSHILFE,facility_structure,"Main building at Pestalozzistrasse housed two residential groups on two floors, with an additional group in terraced housing at In den Ahrwiesen; one night staff member was on duty",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,
AHR2021,LEBENSHILFE,distance_to_river_m,280,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,"""knapp 280 m von der Ahr entfernt""; UA records approximately 250 m. The approximate-distance discrepancy is retained and not used for break assignment"
AHR2021,LEBENSHILFE,hazard_map_status,extreme_scenario_outer_edge,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,am aeussersten Rand der im Falle eines Extremszenarios als potentiell gefaehrdeten ausgewiesenen Flaechen
AHR2021,LEBENSHILFE,hazard_map_depth_m,0.5-1.0,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,"Ueberflutungstiefe zwischen 0,5 m und 1 m verzeichnet"
AHR2021,LEBENSHILFE,inside_50m_corridor,FALSE,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.b|V,The approximately 280-m location lies outside the 50-m corridor in the 22:04 district order
AHR2021,LEBENSHILFE,inside_local_warning_zone,TRUE,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,Sinzig fire service included the facility in the warning area using the flood-hazard map
AHR2021,LEBENSHILFE,T_public_warning,Warning received,2021-07-14T23:00,2021-07-14T23:15,WINDOW,OBSERVED,COMPLETED,UNRESOLVED,UNRESOLVED,GSTA-KO-20251027,V,"Warning time is established, but the warning content cannot be resolved because witness accounts conflict"
AHR2021,LEBENSHILFE,warning_content_variant_a,Flood warning issued; preparation for possible power failure advised and a return visit announced,2021-07-14T23:00,2021-07-14T23:15,WINDOW,OBSERVED,,EVACUATION_PREPARATION,ADVISORY,GSTA-KO-20251027,V,Three contextual points support the staff member's account: neighbours did not receive the same move-upstairs instruction; the main building lay at the outer edge of the warning area; and the staff member immediately reported the same content to a supervisor
AHR2021,LEBENSHILFE,warning_content_variant_b,Residents on the first floor instructed to move to the second floor,2021-07-14T23:00,2021-07-14T23:15,WINDOW,OBSERVED,,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,V,Firefighter testimony
AHR2021,LEBENSHILFE,warning_content_adjudication,,,,UNKNOWN,UNRESOLVED,,UNRESOLVED,UNRESOLVED,GSTA-KO-20251027,V,Eine abschliessende Feststellung welche dieser Darstellungen zutrifft laesst sich durch die Ermittlungen nicht treffen
AHR2021,LEBENSHILFE,protective_action_street_planned,Evacuation plan included In den Ahrwiesen and Pestalozzistrasse,2021-07-14T22:39,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,The facility location was included among streets in the evacuation plan
AHR2021,LEBENSHILFE,protective_action_street_executed,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b|V,Execution of evacuation on that street is not stated
AHR2021,LEBENSHILFE,human_action_preparation,Candles prepared and mattresses moved from the first floor to upper floors,2021-07-14T23:15,2021-07-15,APPROXIMATE,OBSERVED,COMPLETED,EVACUATION_PREPARATION,,GSTA-KO-20251027,V,Staff action immediately after the warning was reported to a supervisor
AHR2021,LEBENSHILFE,human_action_attempted,Attempt to transfer the Ahrwiesen group to the main building was blocked by rising water,,,ORDER_ONLY,OBSERVED,PARTIAL,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,V,
AHR2021,LEBENSHILFE,human_action_completed,Only one group was moved to an upper floor,,,ORDER_ONLY,OBSERVED,PARTIAL,VERTICAL_RELOCATION,,GSTA-KO-20251027,V,The staff member and only one group were able to move upstairs
AHR2021,LEBENSHILFE,rescue_arrival_feuerwehr,Fire service reached the main building,2021-07-15T02:15,2021-07-15T02:20,WINDOW,OBSERVED,COMPLETED,,,DE-LT-RLP-UA18-1,PDF p.1198,[SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]
AHR2021,LEBENSHILFE,second_warning_timing,"By the time of the renewed warning, rescue of all residents was no longer possible",,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,V,Official assessment
AHR2021,LEBENSHILFE,fatalities,12,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,V|I.3,All but one resident in the first-floor residential group of the main building died; casualty counts are not admissible for back-inferring exposure reduction
AHR2021,LEBENSHILFE,population_at_risk,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,V,Total number of residents at the facility not stated
AHR2021,LEBENSHILFE,local_impact_time,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,V,Time of facility inundation not stated
AHR2021,LEBENSHILFE,exposure_reduction,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,V,Number of people moved and inundation time unresolved; casualty data are not admissible for reverse inference
AHR2021,EVENT,hazard_knowledge,YES,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,III|V,Flood-hazard maps and experience from the 2016 flood were available
AHR2021,EVENT,event_predictability,YES,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,III|IV.4.b,Heavy-rain forecast and 14:34 KATWARN warning were available
AHR2021,EVENT,magnitude_predictability,NO,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,III|IV.1,Pre-event modelling could not represent woody-debris blockage and sturzflut-type effects; EFAS was unsuitable for small streams
AHR2021,EVENT,L_required_basis,QUALITATIVE,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,IV.4.c,"Evacuation required substantial lead time; at night, many residents had to be awakened and persuaded and shelter capacity had to be secured"
AHR2021,EVENT,fatalities,135,,,ORDER_ONLY,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.1938,"Landkreis Ahrweiler: 670 injured and 18,000 directly affected [SECONDHAND_EXTRACTION: original UA 18/1 not directly audited]"
AHR2021,EVENT,hazard_onset_time,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,IV.1,Onset time of flooding on northern tributaries not stated
