event_id,sub_unit,variable,value,time_start,time_end,time_precision,evidence_status,execution_state,actionability_scope,directive_strength,source_id,source_section,exact_basis
AHR2021,KREIS,scope_assessment_dietrich,"The 50 m corridor was too small, but whether 200 m or 300 m would have been required could not be determined",,,UNKNOWN,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.411 Rn.1148,Not admissible for fixing 200 m or 300 m as the required evacuation width [Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,KREIS,scope_assessment_gsta,The 50 m corridor was rather small even given the TEL’s state of knowledge; it is unclear why the clearance order made no reference to the district flood hazard maps,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.c,"""eher klein gewählt war""; and it is not apparent why no reference was made to the flood hazard maps"
AHR2021,KREIS,legal_structure_katastrophenstufe,"Rhineland-Palatinate distinguishes five alarm levels; a request for federal forces is permissible only at level 5, and the delayed recognition of level 5 did not affect the assets committed",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.a,
AHR2021,BNA,hazard_onset_ahr_floodwave,Witnesses began describing the flood wave on the main Ahr channel,2021-07-14T20:30,2021-07-14T21:00,WINDOW,OBSERVED,,,,GSTA-KO-20251027,IV.4.b,Start of observations of the flood wave on the main channel
AHR2021,BNA,local_impact_time,The flood wave reached the built-up area,2021-07-14T23:00,,APPROXIMATE,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.1208,Um 23.00 Uhr habe die Flutwelle bereits die Ortslage Bad Neuenahr-Ahrweiler erreicht [Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,BNA,T_public_katwarn_city,"Municipal KATWARN alert forecasting a level above 5 m and advising avoidance of basements, underground car parks and ground floors",2021-07-14T21:05,,EXACT,OBSERVED,COMPLETED,HUMAN_RISK_AVOIDANCE,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,
AHR2021,BNA,T_public_warning_loudspeaker,Loudspeaker announcement to move to upper floors,2021-07-14T22:00,,APPROXIMATE,OBSERVED,COMPLETED,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,Ab spaetestens 22:00 Uhr gab es weitere Durchsagen sich in hoehere Stockwerke zu begeben
AHR2021,BNA,T_public_warning_loudspeaker,Loudspeaker announcement requiring people to leave the bridges in the town,2021-07-14T22:15,,APPROXIMATE,OBSERVED,COMPLETED,ACCESS_PREVENTION,ORDER,GSTA-KO-20251027,IV.4.b,Ab 22:15 Uhr wurde dazu aufgefordert die Bruecken im Stadtgebiet zu verlassen
AHR2021,BNA,human_action_evacuation,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Full text,No systematic record of the number evacuated or the completion time in this locality [Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,BNA,hazard_map_mismatch,"Streets about 500 m from the Ahr were severely flooded although not designated even under the extreme scenario, while some areas much closer to the river were only slightly affected",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.3,
AHR2021,SINZIG_GEN,hazard_signal_pegel,Bad Bodendorf gauge exceeded the 2016 peak,2021-07-14T22:00,,APPROXIMATE,OBSERVED,,RISK_INFORMATION,INFORMATION,DE-LT-RLP-UA18-1,PDF p.397,[Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,SINZIG_GEN,T_public_warning_door_to_door,"Order to intensify door-to-door warning, advising residents to move belongings upstairs, avoid lower floors and prepare for evacuation; this was carried out",2021-07-14T21:34,,EXACT,OBSERVED,COMPLETED,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,Um 21:34 Uhr erging ein Auftrag Dies wurde umgesetzt
AHR2021,SINZIG_GEN,evacuation_planning,"Evacuation planning and preparation began; care services for about 1,000 people were requested and Remagen police were asked for a resident register",2021-07-14T22:39,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,Clearance plan covering streets including In den Ahrwiesen and Pestalozzistraße
AHR2021,SINZIG_GEN,evacuation_planned_persons,2000,2021-07-14T22:39,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,Die Planungen schlossen die Evakuierung von insgesamt etwa 2.000 Personen ein
AHR2021,SINZIG_GEN,evacuation_zone_basis,Extreme-scenario flood hazard map,2021-07-14T22:39,,APPROXIMATE,OBSERVED,COMPLETED,,,GSTA-KO-20251027,IV.4.b,Die eingeleiteten Raeumungen beschraenkten sich nicht auf einen 50 m-Korridor sondern richteten sich zusaetzlich an den potentiellen Extremwerten der oertlichen Hochwassergefahrenkarten aus
AHR2021,SINZIG_GEN,scope_assessment_gsta_sinzig,"The question of an overly narrow 50 m strip does not arise in Sinzig, because the fire service had formed different evacuation zones on its own decision",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.c,stellt sich die Frage ohnehin nicht da dort die Feuerwehr infolge eigener Entscheidungen davon abweichende Evakuierungsbereiche gebildet hatte
AHR2021,SINZIG_GEN,human_action_evacuation,"About 500 people evacuated from Sportplatz, Grüner Weg, Am Teich and Kripper Straße",2021-07-15T00:00,2021-07-15T02:11,WINDOW,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,Von am 15.07.2021 um etwa 00.00 Uhr begonnenen und bis 02:11 Uhr fortgefuehrten Evakuierungen von rund 500 Personen
AHR2021,SINZIG_GEN,evacuation_extension_order,Order to evacuate the remaining areas,2021-07-15T00:00,2021-07-15T01:00,WINDOW,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,Nach 00:00 Uhr ggf auch erst um 01:00 Uhr erging der Auftrag
AHR2021,SINZIG_GEN,human_action_evacuation,Remagen fire service arrived at In den Ahrwiesen; witnesses stated the Ahr had not yet overtopped,2021-07-15T02:00,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,DE-LT-RLP-UA18-1,PDF p.1198,[Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,SINZIG_GEN,further_street_evacuations,Evacuation of further streets in the town centre began; prior warning had been given at about 23:00,2021-07-15T02:25,2021-07-15T02:30,WINDOW,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,SINZIG_GEN,local_impact_time,Significant discharge reached the area (expert reconstruction),2021-07-15T02:00,,APPROXIMATE,UNRESOLVED,,,,DE-LT-RLP-UA18-1,Full text,No fixed time is established in the documents [Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,SINZIG_GEN,population_at_risk,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Full text,No denominator is recorded [Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,SINZIG_GEN,exposure_reduction,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027|DE-LT-RLP-UA18-1,Full text,Adjudication is not possible because the local impact time and the denominator are undetermined; the figure of about 500 is not admissible in full as a pre-impact exposure reduction [Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,BADBODENDORF_CARE,T_public_warning_loudspeaker,Announcement requiring residents of Josef-Hardt-Allee and Bäderstraße to move upstairs or leave,2021-07-14T22:45,,APPROXIMATE,OBSERVED,COMPLETED,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,resource_request,Police and Red Cross personnel requested,2021-07-14T23:20,,EXACT,OBSERVED,INITIATED,,,GSTA-KO-20251027,IV.4.b,For the purpose of evacuating residents of houses within 50 m
AHR2021,BADBODENDORF_CARE,shelter_transport_prepared,Reception centres prepared and transport organised,2021-07-14T23:30,,EXACT,OBSERVED,COMPLETED,,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,evacuation_prepared,Evacuation prepared for the river side of Josef-Hardt-Allee and for Bäderstraße,2021-07-14T23:45,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,T_public_evacuation_notice,Announcement that the river side of Josef-Hardt-Allee had to be evacuated and residents should move to higher ground,2021-07-15T00:05,,EXACT,OBSERVED,COMPLETED,HORIZONTAL_EVACUATION,ORDER,GSTA-KO-20251027,IV.4.b,Loudspeaker announcement
AHR2021,BADBODENDORF_CARE,human_action_evacuation,"First buildings evacuated, Bäderstraße",2021-07-15T00:07,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,human_action_evacuation,Second group of buildings evacuated,2021-07-15T00:18,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,human_action_evacuation,"Third group of buildings evacuated, including the care home on the right side of Josef-Hardt-Allee and part of Rosenstraße",2021-07-15T00:30,,EXACT,OBSERVED,INITIATED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,
AHR2021,BADBODENDORF_CARE,evacuation_completion_time,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,,,GSTA-KO-20251027,IV.4.b,The completion time is not recorded
AHR2021,BADBODENDORF_CARE,evacuated_persons,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,IV.4.b,The number of persons is not recorded
AHR2021,BADBODENDORF_CARE,local_impact_time,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,Full text,The arrival time is not recorded
AHR2021,LEBENSHILFE,facility_structure,"Main building on Pestalozzistraße with two residential groups on two floors, plus a further group in a terraced house at In den Ahrwiesen; one night duty carer",,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,
AHR2021,LEBENSHILFE,distance_to_river_m,280,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,"""knapp 280 m von der Ahr entfernt"" [English translation: just under 280 m from the Ahr]; the inquiry report gives about 250 m. The discrepancy is retained as an approximation and is not admissible for the break assignment"
AHR2021,LEBENSHILFE,hazard_map_status,Outer edge of the area designated under the extreme scenario,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,am aeussersten Rand der im Falle eines Extremszenarios als potentiell gefaehrdeten ausgewiesenen Flaechen
AHR2021,LEBENSHILFE,hazard_map_depth_m,0.5-1.0,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,"Ueberflutungstiefe zwischen 0,5 m und 1 m verzeichnet"
AHR2021,LEBENSHILFE,inside_50m_corridor,FALSE,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,IV.4.b|V,At about 280 m the site lay outside the 50 m corridor ordered at 22:04
AHR2021,LEBENSHILFE,inside_local_warning_zone,TRUE,,,UNKNOWN,OBSERVED,,,,GSTA-KO-20251027,V,The Sinzig fire service included the site in its warning zone on the basis of the flood hazard maps
AHR2021,LEBENSHILFE,T_public_warning,Warning issued,2021-07-14T23:00,2021-07-14T23:15,WINDOW,OBSERVED,COMPLETED,UNRESOLVED,UNRESOLVED,GSTA-KO-20251027,V,The time of the warning is established; its content could not be determined owing to conflicting testimony
AHR2021,LEBENSHILFE,warning_content_variant_a,Flood warning with advice to prepare for a power cut and an announcement that the fire service would return,2021-07-14T23:00,2021-07-14T23:15,WINDOW,OBSERVED,,EVACUATION_PREPARATION,ADVISORY,GSTA-KO-20251027,V,"Three circumstances support the carer’s account: neighbours received no instruction to move upstairs, the main building lay at the outer edge of the warning zone, and the carer reported the same content to a supervisor immediately afterwards"
AHR2021,LEBENSHILFE,warning_content_variant_b,Requirement to move ground-floor residents to the first floor,2021-07-14T23:00,2021-07-14T23:15,WINDOW,OBSERVED,,VERTICAL_RELOCATION,RECOMMENDATION,GSTA-KO-20251027,V,Account of the firefighter
AHR2021,LEBENSHILFE,warning_content_adjudication,,,,UNKNOWN,UNRESOLVED,,UNRESOLVED,UNRESOLVED,GSTA-KO-20251027,V,Eine abschliessende Feststellung welche dieser Darstellungen zutrifft laesst sich durch die Ermittlungen nicht treffen
AHR2021,LEBENSHILFE,protective_action_street_planned,In den Ahrwiesen and Pestalozzistraße were included in the evacuation plan,2021-07-14T22:39,,APPROXIMATE,OBSERVED,PLANNED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b,The streets covered by the plan include the location of the facility
AHR2021,LEBENSHILFE,protective_action_street_executed,,,,UNKNOWN,UNRESOLVED,UNRESOLVED,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,IV.4.b|V,Whether the evacuation of those streets was carried out is not recorded
AHR2021,LEBENSHILFE,human_action_preparation,Candles prepared and mattresses placed on the upper floor,2021-07-14T23:15,2021-07-15,APPROXIMATE,OBSERVED,COMPLETED,EVACUATION_PREPARATION,,GSTA-KO-20251027,V,Action taken by the carer immediately after the warning and reported to a supervisor
AHR2021,LEBENSHILFE,human_action_attempted,Attempt to move the Ahrwiesen group to the main building; the carer was trapped by the water,,,ORDER_ONLY,OBSERVED,PARTIAL,HORIZONTAL_EVACUATION,,GSTA-KO-20251027,V,
AHR2021,LEBENSHILFE,human_action_completed,Only one group reached the upper floor,,,ORDER_ONLY,OBSERVED,PARTIAL,VERTICAL_RELOCATION,,GSTA-KO-20251027,V,Only the carer and one group were able to reach the upper floor
AHR2021,LEBENSHILFE,rescue_arrival_feuerwehr,Fire service reached the main building,2021-07-15T02:15,2021-07-15T02:20,WINDOW,OBSERVED,COMPLETED,,,DE-LT-RLP-UA18-1,PDF p.1198,[Secondhand extraction: the original inquiry report was not directly audited]
AHR2021,LEBENSHILFE,second_warning_timing,The second warning came at a point when not all residents could be saved,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,V,Official assessment
AHR2021,LEBENSHILFE,fatalities,12,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,V|I.3,All but one member of the ground-floor residential group in the main building died; not admissible for inferring exposure reduction from the death toll
AHR2021,LEBENSHILFE,population_at_risk,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,V,The total number of residents of the facility is not recorded
AHR2021,LEBENSHILFE,local_impact_time,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,V,The time at which the facility was inundated is not recorded
AHR2021,LEBENSHILFE,exposure_reduction,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,V,The number who moved and the time of inundation are undetermined; not admissible for inference from casualty data
AHR2021,EVENT,hazard_knowledge,YES,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,III|V,Flood hazard maps and experience of the 2016 flood were available
AHR2021,EVENT,event_predictability,YES,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,III|IV.4.b,Heavy-rainfall forecasts and a KATWARN alert at 14:34 were available
AHR2021,EVENT,magnitude_predictability,NO,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,III|IV.1,The effects of debris blockage and flash-flood behaviour could not be modelled in advance; the European Flood Awareness System is not suited to small catchments
AHR2021,EVENT,L_required_basis,QUALITATIVE,,,ORDER_ONLY,OBSERVED,,,,GSTA-KO-20251027,IV.4.c,Evacuation requires substantial lead time; at night many people must be woken and persuaded and reception capacity must be secured
AHR2021,EVENT,fatalities,135,,,ORDER_ONLY,OBSERVED,,,,DE-LT-RLP-UA18-1,PDF p.1938,"For the district of Ahrweiler; 670 injured and 18,000 directly affected [Secondhand extraction: the original inquiry report was not directly audited]"
AHR2021,EVENT,hazard_onset_time,,,,UNKNOWN,UNRESOLVED,,,,GSTA-KO-20251027,IV.1,The time at which the northern tributaries began to overflow is not recorded
